Event ID,Event Date,Event Type,Event Mode,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor COW,Primary Actor Sector,Actor Sectors,Actor Title,Actor Name Raw,Wikipedia Actor ID,Recipient Name,Recipient Country,Recipient COW,Primary Recipient Sector,Recipient Sectors,Recipient Title,Recipient Name Raw,Wikipedia Recipient ID,Placename,City,District,Province,Country,Latitude,Longitude,GeoNames ID,Raw Placename,Feature Type,Source,Language
20240422-3941-dd34f39e704c_ACCUSE,2024-04-22,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Alīgarh,Alīgarh,Tonk,Rajasthan,IND,25.96517,76.08302,1279019.0,Aligarh,PPL,Hindustan Times,English
20240422-3941-dd34f39e704c_THREATEN,2024-04-22,THREATEN,,-3.5,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Alīgarh,Alīgarh,Tonk,Rajasthan,IND,25.96517,76.08302,1279019.0,Aligarh,PPL,Hindustan Times,English
20240423-3595-9890b6bc0519_ACCUSE,2024-04-23,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Kingdom of Tonga,,,,TON,-20.0,-175.0,4032283.0,Rajasthan ’S Tonk - Sawai Madhopur,PCLI,Indo-Asian News Service,English
20240423-1094-1746371b906e_ACCUSE,2024-04-23,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Alīgarh,Alīgarh,Alīgarh,Uttar Pradesh,IND,27.88145,78.07464,1279017.0,Aligarh,PPL,Hindustan Times,English
20240423-6581-0ca9cab71949_ACCUSE,2024-04-23,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,State of Chhattīsgarh,,,Chhattisgarh,IND,21.5,82.0,1444364.0,Chhattisgarh,ADM1,Hindustan Times,English
20240423-9878-5ab581477634_SANCTION,2024-04-23,SANCTION,,-6.0,MATERIAL CONFLICT,election | religion_ethnicity ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Has; Votes,,Hindustan Times,English
20240423-1094-1746371b906e_REQUEST,2024-04-23,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Alīgarh,Alīgarh,Alīgarh,Uttar Pradesh,IND,27.88145,78.07464,1279017.0,Aligarh,PPL,Hindustan Times,English
20240424-7411-3e17c5292770_PROTEST,2024-04-24,PROTEST,,-5.0,MATERIAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Chhattisgarh 'S Ambikapur,,Indo-Asian News Service,English
20240424-1779-d2b23d454347_ACCUSE,2024-04-24,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,North Chhattisgarh 'S Ambikapur,,Hindustan Times,English
20240424-6916-4fddacd1cd39_REQUEST,2024-04-24,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Madhya Pradesh,,,Madhya Pradesh,IND,23.5,78.5,1264542.0,Madhya Pradesh 'S Betul,ADM1,Indo-Asian News Service,English
20240424-2712-1d5cbd63fa40_COERCE,2024-04-24,COERCE,,-7.0,MATERIAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Nan,,Hindustan Times,English
20240425-5747-2336d3cd3d91_ACCUSE,2024-04-25,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Madhya Pradesh,,,Madhya Pradesh,IND,23.5,78.5,1264542.0,Madhya Pradesh 'S Morena,ADM1,Indo-Asian News Service,English
20240425-7415-6976727710fb_ACCUSE,2024-04-25,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,State of Karnataka,,,Karnataka,IND,14.66667,75.83333,1267701.0,Karnataka,ADM1,Hindustan Times,English
20240425-0457-667c505af1d7_ACCUSE,2024-04-25,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Uttar Pradesh; Madhya Pradesh,,Indo-Asian News Service,English
20240425-0457-667c505af1d7_PROTEST,2024-04-25,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Uttar Pradesh; Madhya Pradesh,,Indo-Asian News Service,English
20240426-7929-24c3d18cf86f_ACCUSE,2024-04-26,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Araria,,Araria,Bihar,IND,26.2,87.4,7626569.0,Bihar ’S Araria District,ADM2,Indo-Asian News Service,English
20240426-5030-1f2de5092258_SANCTION,2024-04-26,SANCTION,,-6.0,MATERIAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Madhya Pradesh,,,Madhya Pradesh,IND,23.5,78.5,1264542.0,Madhya Pradesh,ADM1,Hindustan Times,English
20240426-5772-5a468e27048e_ACCUSE,2024-04-26,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,PM Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress - led Opposition,Congee,,,,,,,,,Bihar 'S Araria,,Hindustan Times,English
20240426-7613-effd10bf47fa_ACCUSE,2024-04-26,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Agra / Aonla / Shahjahanpur,,Hindustan Times,English
20240427-1199-501a1ea07e72_ACCUSE,2024-04-27,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,PM Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Araria,,Araria,Bihar,IND,26.2,87.4,7626569.0,Araria,ADM2,Hindustan Times,English
20240428-5815-afa65787eaf4_PROTEST,2024-04-28,PROTEST,,-5.0,MATERIAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Karnataka 'S Davanagere City,,Indo-Asian News Service,English
20240428-0241-128c1e4db4ca_ACCUSE,2024-04-28,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,PM Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Ajodhya,Ajodhya,Faizābād,Uttar Pradesh,IND,26.79909,82.2047,1278094.0,Ayodhya,PPL,Indo-Asian News Service,English
20240429-5361-67c580e1183e_SANCTION,2024-04-29,SANCTION,,-6.0,MATERIAL CONFLICT,military ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Jammu; Kashmir,,Indo-Asian News Service,English
20240429-9599-ad865acc6ae6_ACCUSE,2024-04-29,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Pune,Pune,Pune Division,Maharashtra,IND,18.51957,73.85535,1259229.0,Pune,PPL,Hindustan Times,English
20240430-8790-465505ffde42_ACCUSE,2024-04-30,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Telangana 'S Medak District,,Hindustan Times,English
20240430-5712-acfe9b4d3e11_ACCUSE,2024-04-30,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress government,Congee,,,,,,,,,Telangana,,Indo-Asian News Service,English
20240430-5712-acfe9b4d3e11_REQUEST,2024-04-30,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress government,Congee,,,,,,,,,Zaheerabad Lok Sabha Constituency,,Indo-Asian News Service,English
20240430-6596-eca545a99815_ACCUSE,2024-04-30,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Zaheerabad In Telangana,,Indo-Asian News Service,English
20240430-3381-bc2aa6e82b37_ACCUSE,2024-04-30,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Telangana 'S Medak District,,Hindustan Times,English
20240503-9203-e4b8899a6f83_REQUEST,2024-05-03,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Nan,,Hindustan Times,English
20240503-6134-ee970d54b431_SANCTION,2024-05-03,SANCTION,,-6.0,MATERIAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Nan,,Hindustan Times,English
20240503-4817-10ffc4319122_REQUEST,2024-05-03,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Nan,,Hindustan Times,English
20240505-4528-c0f2c9eeaaa0_ACCUSE,2024-05-05,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,PM Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,State of Chhattīsgarh,,,Chhattisgarh,IND,21.5,82.0,1444364.0,Chhattisgarh,ADM1,Hindustan Times,English
20240506-4801-bc20337689db_ACCUSE,2024-05-06,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress leader,Congee,State of Jhārkhand,,,Jharkhand,IND,23.75,85.5,1444365.0,Jharkhand,ADM1,Indo-Asian News Service,English
20240507-3120-e6b5178b5fb3_ACCUSE,2024-05-07,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Khargone,,Hindustan Times,English
20240507-5839-94108c5c6a66_ACCUSE,2024-05-07,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Republic of India,,,,IND,22.0,79.0,1269750.0,India,PCLI,Agence France Presse,English
20240508-4213-1acd61223897_ACCUSE,2024-05-08,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Telangana,,Hindustan Times,English
20240509-1040-74f9c160a15f_ACCUSE,2024-05-09,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,,,,,,,,,Telangana,,Hindustan Times,English
20240514-9225-f5aadd36b279_MOBILIZE,2024-05-14,MOBILIZE,,-5.5,MATERIAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Sonīpat,Sonīpat,Sonīpat,Haryana,IND,28.99478,77.01937,1255744.0,Sonepat,PPL,Hindustan Times,English
20240514-5535-f478dcb7018b_ACCUSE,2024-05-14,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Varanasi,Varanasi,Vārānasi,Uttar Pradesh,IND,25.31668,83.01041,1253405.0,Varanasi,PPL,Hindustan Times,English
20240514-5416-1961703b9cdb_MOBILIZE,2024-05-14,MOBILIZE,,-5.5,MATERIAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Sonīpat,Sonīpat,Sonīpat,Haryana,IND,28.99478,77.01937,1255744.0,Sonepat,PPL,Hindustan Times,English
20240515-2336-f8318e49d6f3_ACCUSE,2024-05-15,ACCUSE,,-3.0,VERBAL CONFLICT,religion_ethnicity ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,State of Rājasthān,,,Rajasthan,IND,26.58333,73.83333,1258899.0,Rajasthan,ADM1,Hindustan Times,English
20240516-6144-f35df401110a_COERCE,2024-05-16,COERCE,,-7.0,MATERIAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Kalyān,Kalyān,Thane,Maharashtra,IND,19.2437,73.13554,1268295.0,Kalyan,PPL,Hindustan Times,English
20240516-6144-f35df401110a_ACCUSE,2024-05-16,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congee,,,LEG,LEG,diet,Congress,Congee,Kalyān,Kalyān,Thane,Maharashtra,IND,19.2437,73.13554,1268295.0,Kalyan,PPL,Hindustan Times,English
20240401-0315-f9db9ac60869_ACCUSE,2024-04-01,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Congress Nationalist Party,India,750.0,PTY,PTY,political party,Congress party,Congress Nationalist Party,State of Tamil Nādu,,,Tamil Nadu,IND,11.0,78.33333,1255053.0,Tamil Nadu,ADM1,EFE News Service,English
20240415-4399-4b384bc3228f_ACCUSE,2024-04-15,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Modi,Narendra Modi,Congress Nationalist Party,India,750.0,PTY,PTY,political party,Congress party,Congress Nationalist Party,,,,,,,,,Mysuru,,Hindustan Times,English
20240422-8358-52e8e83d3b43_ACCUSE,2024-04-22,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Congress Nationalist Party,India,750.0,PTY,PTY,political party,Congress party,Congress Nationalist Party,,,,,,,,,Rajasthan 'S Banswara,,Hindustan Times,English
20240115-3139-94bc88947d26_REQUEST,2024-01-15,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Narendra Modi,India,750.0,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Ajodhya,Ajodhya,Faizābād,Uttar Pradesh,IND,26.79909,82.2047,1278094.0,Ayodhya,PPL,Hindustan Times,English
20240115-9097-a0fd2b206793_REQUEST,2024-01-15,REQUEST,,0.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Narendra Modi,India,750.0,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Ajodhya,Ajodhya,Faizābād,Uttar Pradesh,IND,26.79909,82.2047,1278094.0,Ayodhya,PPL,Hindustan Times,English
20240124-8388-1ca5d5e8776d_PROTEST,2024-01-24,PROTEST,,-5.0,MATERIAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Narendra Modi,Narendra Modi,Narendra Modi,India,750.0,GOV,GOV,prime minister,Modi,Narendra Modi,Republic of India,,,,IND,22.0,79.0,1269750.0,India,PCLI,China Daily,English
20240207-9837-1840bb76e3d4_ACCUSE,2024-02-07,ACCUSE,,-3.0,VERBAL CONFLICT,,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Rahul Gandhi,India,750.0,LEG,LEG,member of parliament,Rahul Gandhi,Rahul Gandhi,,,,,,,,,Nan,,Hindustan Times,English
20240223-2902-e17eba950465_ACCUSE,2024-02-23,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Narendra Modi,India,750,GOV,GOV,prime minister,Prime Minister Narendra Modi,Narendra Modi,Rahul Gandhi,India,750.0,LEG,LEG,member of parliament,Rahul Gandhi,Rahul Gandhi,,,,,,,,,Amethi,,Hindustan Times,English
20240101-7275-f9cb93ba02f0_ACCUSE,2024-01-01,ACCUSE,,-3.0,VERBAL CONFLICT,election ,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolas Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Venezolana De Television Channel,,World Service Wire,English
20240115-8524-0e7a2c810b8f_ACCUSE,2024-01-15,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Bolivarian Republic of Venezuela,,,,VEN,8.0,-66.0,3625428.0,Venezuela,PCLI,ANSA - Spanish Service (BASP),Spanish
20240119-3894-66a260b07637_ACCUSE,2024-01-19,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Indignant; Sad; Ashamed,,El Nacional,Spanish
20240119-1635-d6cdd65d407f_ACCUSE,2024-01-19,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Davos Summit,,La Nación,Spanish
20240119-1289-5ee02cce473f_ACCUSE,2024-01-19,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Sad; Ashamed; Indignant,,Agencia EFE - Servicio Internacional,Spanish
20240119-8960-13473b66f9a0_ACCUSE,2024-01-19,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Bolivarian Republic of Venezuela,,,,VEN,8.0,-66.0,3625428.0,Venezuela,PCLI,Clarín,Spanish
20240215-6753-b8c3a6df232c_ACCUSE,2024-02-15,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,El Nacional,Spanish
20240215-6712-99d37712e8b3_ASSAULT,2024-02-15,ASSAULT,,-9.0,MATERIAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,Agencia EFE - Servicio Internacional,Spanish
20240215-6753-b8c3a6df232c_ASSAULT,2024-02-15,ASSAULT,,-9.0,MATERIAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,El Nacional,Spanish
20240215-7877-f0e5163cb67f_ASSAULT,2024-02-15,ASSAULT,,-9.0,MATERIAL CONFLICT,migration ,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Caracas,,ANSA - Spanish Service (BASP),Spanish
20240215-7877-f0e5163cb67f_ACCUSE,2024-02-15,ACCUSE,,-3.0,VERBAL CONFLICT,migration ,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Caracas,,ANSA - Spanish Service (BASP),Spanish
20240215-6712-99d37712e8b3_ACCUSE,2024-02-15,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,Agencia EFE - Servicio Internacional,Spanish
20240216-2245-e04fe6b11e1b_ACCUSE,2024-02-16,ACCUSE,,-3.0,VERBAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,El Comercio,Spanish
20240216-4947-41ae4edf494f_ASSAULT,2024-02-16,ASSAULT,,-9.0,MATERIAL CONFLICT,terrorism ,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,El Tiempo,Spanish
20240216-2245-e04fe6b11e1b_ASSAULT,2024-02-16,ASSAULT,,-9.0,MATERIAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,Buenos Aires,Buenos Aires,,Buenos Aires F.D.,ARG,-34.61315,-58.37723,3435910.0,Buenos Aires,PPLC,El Comercio,Spanish
20240216-0486-08ba5115746e_ASSAULT,2024-02-16,ASSAULT,,-9.0,MATERIAL CONFLICT,,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Javier Milei,Argentina,160.0,COP,COP,deputy,Javier Milei,Javier Milei,,,,,,,,,Nan,,El Universal,Spanish
20240126-4438-9895fb0e1e86_AID,2024-01-26,AID,,10.0,MATERIAL COOPERATION,diplomatic ,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Venezuelan President Nicolas Maduro,Nicolás Maduro,Nicolás Maduro,Venezuela,101.0,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolas Maduro,Nicolás Maduro,Russian Federation,,,,RUS,60.0,100.0,2017370.0,Russia,PCLI,World Service Wire,English
20240228-3860-96b67c82a83d_REQUEST,2024-02-28,REQUEST,,0.0,VERBAL CONFLICT,election | migration ,Nicolás Maduro,Venezuela,101,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Nicolás Maduro,Nicolás Maduro,Nicolás Maduro,Venezuela,101.0,ELI,ELI,"previously held a GOV role, so coded as ELI. Extracted countries don't match: ['USA', 'VEN']",Venezuelan President Nicolás Maduro,Nicolás Maduro,,,,,,,,,Venezuelan,,Agencia EFE - Serviço em português,Portuguese
