Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
20220507-7551-C6723E8F2611_Coerce,2022-05-07,Coerce,-7.0,Material Conflict,,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Taliban Government,Women,,Women,Women,AFG,Afghanistan,2022-05-07,English,Ngec_Coder-Vers001-B1-Run-001
20220508-5740-59Ec09B88495_Sanction,2022-05-08,Sanction,-6.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Afghanistan,2022-05-08,English,Ngec_Coder-Vers001-B1-Run-001
20220508-5547-43Bfb3E4E026_Threaten,2022-05-08,Threaten,-3.5,Verbal Conflict,Human_Rights,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Afghanistan,2022-05-08,Chinese,Ngec_Coder-Vers001-B1-Run-001
20220509-8898-78721Ed37440_Accuse,2022-05-09,Accuse,-3.0,Verbal Conflict,Human_Rights | Diplomatic,António Guterres,United Nations,Secretary Of State,Un Secretary - General Antonio Guterres,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Afghan Taliban Government,AFG,Afghanistan,2022-05-09,English,Ngec_Coder-Vers001-B1-Run-001
20220509-0382-2Ad5E3Fb6065_Coerce,2022-05-09,Coerce,-7.0,Material Conflict,Diplomatic,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Afghanistan,2022-05-09,English,Ngec_Coder-Vers001-B1-Run-001
20220509-6905-4231Aaa1A072_Assault,2022-05-09,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Shia Islam,,Islamic,Shi'Ite Minorities,AFG,Afghanistan,2022-05-09,English,Ngec_Coder-Vers001-B1-Run-001
20220509-0382-2Ad5E3Fb6065_Threaten,2022-05-09,Threaten,-3.5,Verbal Conflict,Diplomatic,The United States,United States,,The United States,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Afghanistan 'S Taliban Government,AFG,Afghanistan,2022-05-09,English,Ngec_Coder-Vers001-B1-Run-001
20220510-1929-Cdc5D74F68Ef_Threaten,2022-05-10,Threaten,-3.5,Verbal Conflict,Diplomatic,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Afghanistan,2022-05-10,English,Ngec_Coder-Vers001-B1-Run-001
20220511-3166-671Be351Fe5E_Accuse,2022-05-11,Accuse,-3.0,Verbal Conflict,,Zabiullah Mujahid,Afghanistan,Information And Culture Minister,Zabihullah Mujahid,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Andarab; Panjshir,2022-05-11,Russian,Ngec_Coder-Vers001-B1-Run-001
20220511-8785-F553Eb6Fa474_Assault,2022-05-11,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Kabul,2022-05-11,Russian,Ngec_Coder-Vers001-B1-Run-001
20220511-8785-F553Eb6Fa474_Coerce_Censor,2022-05-11,Coerce,-6.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Women,,Women,Women,AFG,Kabul,2022-05-11,Russian,Ngec_Coder-Vers001-B1-Run-001
20220511-8785-F553Eb6Fa474_Protest_Demo,2022-05-11,Protest,-5.0,Material Conflict,,Women,,Women,Women,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Kabul,2022-05-11,Russian,Ngec_Coder-Vers001-B1-Run-001
20220511-5883-101D30Ccf7E7_Assault,2022-05-11,Assault,-9.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,Taliban Fighters,AFG,Takhar Province 'S Warsaj District,2022-05-11,English,Ngec_Coder-Vers001-B1-Run-001
20220511-3830-68C5Bf7Debaa_Assault,2022-05-11,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Panjshir Province,2022-05-11,English,Ngec_Coder-Vers001-B1-Run-001
20220511-5797-Ba4F5Cb4658E_Assault,2022-05-11,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Afghanistan,2022-05-11,Russian,Ngec_Coder-Vers001-B1-Run-001
20220512-7022-Aae857Cda072_Coerce_Arrest,2022-05-12,Coerce,-7.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Civilians,,Civilian,Civilians,AFG,Baghlan,2022-05-12,Russian,Ngec_Coder-Vers001-B1-Run-001
20220512-7022-Aae857Cda072_Assault_Torture,2022-05-12,Assault,-8.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Baghlan,2022-05-12,Russian,Ngec_Coder-Vers001-B1-Run-001
20220512-6205-Afa655A52Af6_Mobilize,2022-05-12,Mobilize,-5.5,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Afghanistan,2022-05-12,Russian,Ngec_Coder-Vers001-B1-Run-001
20220512-7022-Aae857Cda072_Coerce_Censor,2022-05-12,Coerce,-6.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Baghlan,2022-05-12,Russian,Ngec_Coder-Vers001-B1-Run-001
20220512-4386-8Adaa9E32845_Assault,2022-05-12,Assault,-9.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,A Man,,Man,A Man,AFG,Logar,2022-05-12,Russian,Ngec_Coder-Vers001-B1-Run-001
20220513-3177-68844F9F85A0_Assault,2022-05-13,Assault,-9.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Panjshir Province,2022-05-13,English,Ngec_Coder-Vers001-B1-Run-001
20220516-3411-1Fe8Cdbea038_Accuse,2022-05-16,Accuse,-3.0,Verbal Conflict,Human_Rights | Diplomatic,Taliban,Afghanistan,Islamist Group,The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2022-05-16,Russian,Ngec_Coder-Vers001-B1-Run-001
20220517-9611-2C39612E1236_Accuse,2022-05-17,Accuse,-3.0,Verbal Conflict,Human_Rights,Taliban,Afghanistan,Islamist Group,The Taliban Regime,Taliban Regime,,Communist Rebel,Taliban Regime,AFG,Afghanistan,2022-05-17,Russian,Ngec_Coder-Vers001-B1-Run-001
20220518-0171-B60Db549Cecd_Concede,2022-05-18,Concede,4.5,Verbal Cooperation,Military,Taliban,Pakistan,Islamist Group,Pakistani Taliban,Government,,Government,Government,AFG,Afghanistan,2022-05-18,English,Ngec_Coder-Vers001-B1-Run-001
20220518-5147-4F590A756453_Coerce_Arrest,2022-05-18,Coerce,-7.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Tribal Elder,,Elders,Tribal Elder,AFG,Samangan,2022-05-18,Russian,Ngec_Coder-Vers001-B1-Run-001
20220518-5147-4F590A756453_Coerce_Censor,2022-05-18,Coerce,-6.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Tribal Elder,,Elders,Tribal Elder,AFG,Samangan,2022-05-18,Russian,Ngec_Coder-Vers001-B1-Run-001
20220518-9360-920F3A451Df2_Accuse,2022-05-18,Accuse,-3.0,Verbal Conflict,,Sirajuddin Haqqani,Afghanistan,Interior Minister,Sirajuddin Haqqani,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2022-05-18,Russian,Ngec_Coder-Vers001-B1-Run-001
20220518-0171-B60Db549Cecd_Sanction,2022-05-18,Sanction,-6.0,Material Conflict,Military,Taliban,Pakistan,Islamist Group,Pakistani Taliban,Government,,Government,Government,AFG,Afghanistan,2022-05-18,English,Ngec_Coder-Vers001-B1-Run-001
20220518-0171-B60Db549Cecd_Aid,2022-05-18,Aid,10.0,Material Cooperation,Military,Taliban,Pakistan,Islamist Group,Pakistani Taliban,Government,,Government,Government,AFG,Afghanistan,2022-05-18,English,Ngec_Coder-Vers001-B1-Run-001
20220518-0863-E1B7Cac3941E_Assault_Beat,2022-05-18,Assault,-7.5,Material Conflict,Military,Afghan Security Forces,Afghanistan,Security Force,Afghan Security Forces,American,United States,,American,AFG,Northern Balkh Province,2022-05-18,English,Ngec_Coder-Vers001-B1-Run-001
20220519-6588-D3F337Fa8C6A_Request,2022-05-19,Request,0.0,Verbal Conflict,Military,Pakistani Officials,Pakistan,Administrative Official,Pakistani Officials,Tehreek - E - Taliban Pakistan,Pakistan,,Tehreek - E - Taliban Pakistan,AFG,Kabul,2022-05-19,English,Ngec_Coder-Vers001-B1-Run-001
20220520-4028-638Dedef6347_Sanction,2022-05-20,Sanction,-6.0,Material Conflict,Military,Hibatullah Akhundzada,Afghanistan,Muslim Leader,Hibatullah Akhundzada,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2022-05-20,Russian,Ngec_Coder-Vers001-B1-Run-001
20220520-4024-3Cd14C72709E_Coerce_Censor,2022-05-20,Coerce,-6.5,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban Helicopters,Militants,,Militant,Militants,AFG,Panjshir,2022-05-20,Russian,Ngec_Coder-Vers001-B1-Run-001
20220523-4382-5257A6D70192_Accuse,2022-05-23,Accuse,-3.0,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Ghazni,2022-05-23,Russian,Ngec_Coder-Vers001-B1-Run-001
20220523-4858-36D8520C666D_Sanction,2022-05-23,Sanction,-6.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Herat,2022-05-23,Russian,Ngec_Coder-Vers001-B1-Run-001
20220523-0907-922C3Fc19487_Request,2022-05-23,Request,0.0,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,Taliban Officials,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Taliban Government,AFG,Afghanistan,2022-05-23,Chinese,Ngec_Coder-Vers001-B1-Run-001
20220525-1254-4F1706853D31_Coerce_Censor,2022-05-25,Coerce,-6.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2022-05-25,Russian,Ngec_Coder-Vers001-B1-Run-001
20220525-5535-9Fb386322706_Accuse,2022-05-25,Accuse,-3.0,Verbal Conflict,Religion_Ethnicity | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Islamic State,,Salafi Jihadist,Islamic State Group,AFG,Afghanistan,2022-05-25,English,Ngec_Coder-Vers001-B1-Run-001
20220526-5818-3B6Aa2D29C5B_Accuse,2022-05-26,Accuse,-3.0,Verbal Conflict,Military,Mr Roberts - Smith,,,Mr Roberts - Smith,Ben Roberts-Smith,Australia,Soldier,Ben Roberts - Smith,AFG,Afghanistan,2022-05-26,English,Ngec_Coder-Vers001-B1-Run-001
20220526-8006-D065E92C7378_Assault,2022-05-26,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Kabul,2022-05-26,Russian,Ngec_Coder-Vers001-B1-Run-001
20220526-5139-148693F895B1_Assault,2022-05-26,Assault,-9.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Women,,Women,Women,AFG,Kabul,2022-05-26,English,Ngec_Coder-Vers001-B1-Run-001
20220526-0970-8F69901E61D5_Accuse,2022-05-26,Accuse,-3.0,Verbal Conflict,Military,Mr Roberts - Smith,,,Mr Roberts - Smith,Ben Roberts-Smith,Australia,Soldier,Ben Roberts - Smith,AFG,Afghanistan,2022-05-26,English,Ngec_Coder-Vers001-B1-Run-001
20220526-8168-C8290Dcd5A68_Concede,2022-05-26,Concede,4.5,Verbal Cooperation,Diplomatic,Taliban,Afghanistan,Islamist Group,Taliban Administration,Taliban,Afghanistan,Islamist Group,Afghanistan 'S Taliban Administration,AFG,Kabul,2022-05-26,English,Ngec_Coder-Vers001-B1-Run-001
20220527-8234-33A01222C904_Assault,2022-05-27,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Afghan National Resistance Front,Afghanistan,Resistance Army,Afghan National Resistance Front,AFG,Panjshir,2022-05-27,Russian,Ngec_Coder-Vers001-B1-Run-001
20220530-4852-096Dde702177_Request,2022-05-30,Request,0.0,Verbal Conflict,,Women,,Women,Women,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Kabul,2022-05-30,Russian,Ngec_Coder-Vers001-B1-Run-001
20220601-5237-0D6C11B3D979_Protest_Demo,2022-06-01,Protest,-5.0,Material Conflict,,United Nations Assistance Mission,United Nations,Mission To The United Nations,United Nations Assistance Mission,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Taliban Government,AFG,Kabul,2022-06-01,English,Ngec_Coder-Vers001-B1-Run-001
20220602-8149-42360E6B0A14_Request,2022-06-02,Request,0.0,Verbal Conflict,Diplomatic,India,India,,India,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Taliban Government,AFG,Afghanistan,2022-06-02,English,Ngec_Coder-Vers001-B1-Run-001
20220602-7563-Ea8D64587Df0_Protest,2022-06-02,Protest,-5.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Panjshir,2022-06-02,Russian,Ngec_Coder-Vers001-B1-Run-001
20220602-7563-Ea8D64587Df0_Threaten,2022-06-02,Threaten,-3.5,Verbal Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Two Happy People,Austria,Filmaker,Two People,AFG,Panjshir,2022-06-02,Russian,Ngec_Coder-Vers001-B1-Run-001
20220602-7410-169A0Cfc40E4_Aid,2022-06-02,Aid,10.0,Material Cooperation,,Russia,Russia,,Russia,Government Of The Islamic Emirate Of Afghanistan,Afghanistan,Government,Taliban Government,AFG,Kabul,2022-06-02,English,Ngec_Coder-Vers001-B1-Run-001
20220602-3215-777509266Efb_Accuse,2022-06-02,Accuse,-3.0,Verbal Conflict,Military,Mr Roberts - Smith,,,Mr Roberts - Smith,Australian Soldiers,Australia,Soldier,Australian Soldiers,AFG,Afghanistan,2022-06-02,English,Ngec_Coder-Vers001-B1-Run-001
20220603-0256-79B1152C06Fc_Request,2022-06-03,Request,0.0,Verbal Conflict,Diplomatic,Foreign Minister,India,Cabinet Minister,Indian Foreign Ministry,Taliban,Afghanistan,Islamist Group,Taliban Administration,AFG,Kabul,2022-06-03,English,Ngec_Coder-Vers001-B1-Run-001
20220603-3301-9Cbda4Fbf202_Assault,2022-06-03,Assault,-9.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Two Happy People,Austria,Filmaker,Two People,AFG,Herat,2022-06-03,Russian,Ngec_Coder-Vers001-B1-Run-001
20220603-5334-F3C10F925E3E_Coerce_Censor,2022-06-03,Coerce,-6.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Herat,2022-06-03,Russian,Ngec_Coder-Vers001-B1-Run-001
20220605-4163-0Fe28Cb09C97_Request,2022-06-05,Request,0.0,Verbal Conflict,Diplomatic,Sher Mohammad Abbas Stanikzai,Afghanistan,Vice Foreign Minister,Sher Mohammad Abbas Stanikzai,China,China,,China,AFG,Kabul,2022-06-05,English,Ngec_Coder-Vers001-B1-Run-001
20220606-5585-4E948B730507_Accuse,2022-06-06,Accuse,-3.0,Verbal Conflict,Military,Mr Roberts - Smith,,,Mr Roberts - Smith,Ben Roberts-Smith,Australia,Soldier,Ben Roberts - Smith,AFG,Afghanistan,2022-06-06,English,Ngec_Coder-Vers001-B1-Run-001
20220607-5984-796A9A8242A2_Assault_Torture,2022-06-07,Assault,-8.5,Material Conflict,Human_Rights | Religion_Ethnicity,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Kabul,2022-06-07,Russian,Ngec_Coder-Vers001-B1-Run-001
20220607-8642-4D6B48997Aef_Request,2022-06-07,Request,0.0,Verbal Conflict,Military | Terrorism,Taliban,Afghanistan,Islamist Group,Afghan Taliban,Government,,Government,Government,AFG,Charikar City,2022-06-07,English,Ngec_Coder-Vers001-B1-Run-001
20220608-1078-7E329049B49B_Assault_Torture,2022-06-08,Assault,-8.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Panjshir,2022-06-08,Russian,Ngec_Coder-Vers001-B1-Run-001
20220608-4238-7Cfed5000Cae_Protest,2022-06-08,Protest,-5.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Border Guards Of The Taliban,Iran,Iran,,Iran,AFG,Nimroz,2022-06-08,Russian,Ngec_Coder-Vers001-B1-Run-001
20220608-7717-D9241F219Bb1_Retreat,2022-06-08,Retreat,6.5,Material Cooperation,Military,Iran,Iran,,Iran,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Herat,2022-06-08,Russian,Ngec_Coder-Vers001-B1-Run-001
20220608-9417-7Dc302E32Ea7_Concede,2022-06-08,Concede,4.5,Verbal Cooperation,,Hibatullah Akhundzada,Afghanistan,Muslim Leader,Haibatullah Akhundzada,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Panjshir,2022-06-08,Russian,Ngec_Coder-Vers001-B1-Run-001
20220608-9417-7Dc302E32Ea7_Retreat,2022-06-08,Retreat,6.5,Material Cooperation,,Taliban,Afghanistan,Islamist Group,Taliban,Afghan Resistance Front,Afghanistan,Resistance Group,Afghan Resistance Front,AFG,Panjshir,2022-06-08,Russian,Ngec_Coder-Vers001-B1-Run-001
20220610-6597-9Fc3B6Fac1Be_Accuse,2022-06-10,Accuse,-3.0,Verbal Conflict,Human_Rights,Human Rights Watch,,Non-Governmental Organization,Human Rights Watch,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Panjshir,2022-06-10,English,Ngec_Coder-Vers001-B1-Run-001
20220610-1017-0A59Cc67576D_Assault,2022-06-10,Assault,-9.0,Material Conflict,Military | Human_Security | Illegal_Drugs,Taliban,Afghanistan,Islamist Group,Taliban Administration,People,,Individuals,People,AFG,Takhar,2022-06-10,English,Ngec_Coder-Vers001-B1-Run-001
20220610-1008-399Df9C3Da1F_Coerce_Arrest,2022-06-10,Coerce,-7.0,Material Conflict,Human_Rights,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Northern Afghanistan,2022-06-10,English,Ngec_Coder-Vers001-B1-Run-001
20220610-4870-139D369F4B6B_Threaten,2022-06-10,Threaten,-3.5,Verbal Conflict,Human_Rights,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Panjshir Province,2022-06-10,English,Ngec_Coder-Vers001-B1-Run-001
20220610-1615-741C15967D85_Assault_Torture,2022-06-10,Assault,-8.5,Material Conflict,Human_Rights | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Northern Afghanistan,2022-06-10,Arabic,Ngec_Coder-Vers001-B1-Run-001
20220610-4870-139D369F4B6B_Assault_Torture,2022-06-10,Assault,-8.5,Material Conflict,Human_Rights,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Panjshir Province,2022-06-10,English,Ngec_Coder-Vers001-B1-Run-001
20220610-9260-86Ceca3Bb145_Coerce_Censor,2022-06-10,Coerce,-6.5,Material Conflict,,Afghan National Resistance Front,Afghanistan,Resistance Army,Afghan National Resistance Front,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Panjshir,2022-06-10,Russian,Ngec_Coder-Vers001-B1-Run-001
20220610-9260-86Ceca3Bb145_Assault,2022-06-10,Assault,-9.0,Material Conflict,,Afghan National Resistance Front,Afghanistan,Resistance Army,Afghan National Resistance Front,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Panjshir,2022-06-10,Russian,Ngec_Coder-Vers001-B1-Run-001
20220610-8338-D8Aaf92F0873_Threaten,2022-06-10,Threaten,-3.5,Verbal Conflict,Military,Taliban,Afghanistan,Islamist Group,The Taliban,Residents,,Resident,Residents,AFG,Herat,2022-06-10,Russian,Ngec_Coder-Vers001-B1-Run-001
20220610-7114-86Dd5F1B4E3F_Sanction,2022-06-10,Sanction,-6.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Kandahar,2022-06-10,Russian,Ngec_Coder-Vers001-B1-Run-001
20220610-1615-741C15967D85_Accuse,2022-06-10,Accuse,-3.0,Verbal Conflict,Human_Rights | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Northern Afghanistan,2022-06-10,Arabic,Ngec_Coder-Vers001-B1-Run-001
20220610-1615-741C15967D85_Threaten,2022-06-10,Threaten,-3.5,Verbal Conflict,Human_Rights | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Northern Afghanistan,2022-06-10,Arabic,Ngec_Coder-Vers001-B1-Run-001
20220610-1615-741C15967D85_Coerce_Arrest,2022-06-10,Coerce,-7.0,Material Conflict,Human_Rights | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Northern Afghanistan,2022-06-10,Arabic,Ngec_Coder-Vers001-B1-Run-001
20220610-1615-741C15967D85_Assault_Beat,2022-06-10,Assault,-7.5,Material Conflict,Human_Rights | Terrorism,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Northern Afghanistan,2022-06-10,Arabic,Ngec_Coder-Vers001-B1-Run-001
20220610-4870-139D369F4B6B_Coerce_Arrest,2022-06-10,Coerce,-7.0,Material Conflict,Human_Rights,Taliban,Afghanistan,Islamist Group,Taliban Security Forces,Residents,,Resident,Residents,AFG,Panjshir Province,2022-06-10,English,Ngec_Coder-Vers001-B1-Run-001
20220611-7461-591Dcc7D8Cd7_Assault,2022-06-11,Assault,-9.0,Material Conflict,Terrorism,Taliban,Afghanistan,Islamist Group,Taliban,Four Frightened People,United States,Filmaker,Four People,AFG,Kabul,2022-06-11,English,Ngec_Coder-Vers001-B1-Run-001
20220611-2785-3794B1D4F03B_Assault,2022-06-11,Assault,-9.0,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Four Frightened People,United States,Filmaker,Four People,AFG,Kabul,2022-06-11,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-1281-19F4Da12112F_Coerce_Censor,2022-06-14,Coerce,-6.5,Material Conflict,,Afghan National Resistance Front,Afghanistan,Resistance Army,Afghan National Resistance Front,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Kapisa Province,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-6275-Aba9315Ade34_Coerce_Censor,2022-06-14,Coerce,-6.5,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Afghan Resistance Front,Afghanistan,Resistance Group,Afghan Resistance Front,AFG,Panjshir,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-6275-Aba9315Ade34_Assault_Torture,2022-06-14,Assault,-8.5,Material Conflict,Military,Taliban,Afghanistan,Islamist Group,Taliban,Civilians,,Civilian,Civilians,AFG,Panjshir,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-0197-0A9Fbca7Ccdc_Retreat_Release,2022-06-14,Retreat,6.5,Material Cooperation,Intelligence,Taliban,Afghanistan,Islamist Group,Taliban Intelligence Agency,Akbar Ansari,Pakistan,"No Code Identified, But Country Found",Akbar Ansari,AFG,Mazar - I - Sharif,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-0197-0A9Fbca7Ccdc_Sanction,2022-06-14,Sanction,-6.0,Material Conflict,Intelligence,Taliban,Afghanistan,Islamist Group,Taliban Intelligence Agency,Akbar Ansari,Pakistan,"No Code Identified, But Country Found",Akbar Ansari,AFG,Mazar - I - Sharif,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-0197-0A9Fbca7Ccdc_Mobilize,2022-06-14,Mobilize,-5.5,Material Conflict,Intelligence,Taliban,Afghanistan,Islamist Group,Taliban Intelligence Agency,Akbar Ansari,Pakistan,"No Code Identified, But Country Found",Akbar Ansari,AFG,Mazar - I - Sharif,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-7825-0A9Fbca7Ccdc_Retreat_Release,2022-06-14,Retreat,6.5,Material Cooperation,Intelligence,Taliban,Afghanistan,Islamist Group,Taliban Intelligence Agency,Akbar Ansari,Pakistan,"No Code Identified, But Country Found",Akbar Ansari,AFG,Mazar - I - Sharif,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-7825-0A9Fbca7Ccdc_Sanction,2022-06-14,Sanction,-6.0,Material Conflict,Intelligence,Taliban,Afghanistan,Islamist Group,Taliban Intelligence Agency,Akbar Ansari,Pakistan,"No Code Identified, But Country Found",Akbar Ansari,AFG,Mazar - I - Sharif,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-7825-0A9Fbca7Ccdc_Mobilize,2022-06-14,Mobilize,-5.5,Material Conflict,Intelligence,Taliban,Afghanistan,Islamist Group,Taliban Intelligence Agency,Akbar Ansari,Pakistan,"No Code Identified, But Country Found",Akbar Ansari,AFG,Mazar - I - Sharif,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220614-0900-C6361Ce0Bdaf_Sanction,2022-06-14,Sanction,-6.0,Material Conflict,Military,Leader Of The Islamic Emirate Of Afghanistan,Afghanistan,Islamic Rebel Leader,Leader Of The Taliban,Taliban,Afghanistan,Islamist Group,Local Taliban Commander,AFG,Zabul,2022-06-14,Russian,Ngec_Coder-Vers001-B1-Run-001
20220615-7583-B6F40F44938A_Coerce_Censor,2022-06-15,Coerce,-6.5,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Herat,2022-06-15,Russian,Ngec_Coder-Vers001-B1-Run-001
20220616-0475-6Be74D6F17D7_Concede,2022-06-16,Concede,4.5,Verbal Cooperation,,Taliban,Afghanistan,Islamist Group,Cabinet Of Ministers Of The Taliban,Taliban,Afghanistan,Islamist Group,Taliban,AFG,Afghanistan,2022-06-16,Russian,Ngec_Coder-Vers001-B1-Run-001
20220616-4462-16Ab4Edf03E8_Coerce,2022-06-16,Coerce,-7.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Afghan Women,Afghanistan,Women,Afghan Women,AFG,Kandahar City,2022-06-16,English,Ngec_Coder-Vers001-B1-Run-001
20220616-4462-16Ab4Edf03E8_Protest,2022-06-16,Protest,-5.0,Material Conflict,,Taliban,Afghanistan,Islamist Group,Taliban,Taliban,Afghanistan,Islamist Group,The Taliban,AFG,Kandahar City,2022-06-16,English,Ngec_Coder-Vers001-B1-Run-001
20220617-8752-4298Cde02613_Coerce_Arrest,2022-06-17,Coerce,-7.0,Material Conflict,Illegal_Drugs,Afghan Security Forces,Afghanistan,Security Force,Afghan Security Forces,Two Happy People,Austria,Filmaker,Two People,AFG,Kabul,2022-06-17,English,Ngec_Coder-Vers001-B1-Run-001
20220618-7315-963729871Ecb_Accuse,2022-06-18,Accuse,-3.0,Verbal Conflict,Terrorism,India,India,,India,Armed Men,,Armed Men,Armed Men,AFG,Kabul,2022-06-18,English,Ngec_Coder-Vers001-B1-Run-001
